172705;964.148987;3.865000;108.875381;960.283997
31409;942.931030;2.242000;107.314972;940.689026
200110;877.786011;9.865000;101.584351;867.921021
32430;826.698975;3.149000;66.825867;823.549988
30644;902.333984;90.222000;496.277985;812.112000
59689;806.265991;1.918000;73.772659;804.347961
286095;854.859985;56.715000;455.787506;798.144958
12167;830.208984;32.462002;431.335480;797.747009
180463;800.070984;2.923000;67.124397;797.148010
48290;843.538025;47.926998;445.732513;795.611023
235046;869.304993;75.334999;472.320007;793.969971
21460;793.896973;3.445000;114.975433;790.451965
262737;795.260010;4.974000;79.518661;790.286011
158585;786.901978;3.168000;81.895622;783.733948
986;811.098022;33.053001;422.075500;778.045044
12157;777.966003;2.229000;73.979462;775.737000
115415;793.403992;21.164000;407.283997;772.239990
274502;770.591003;1.991000;60.207348;768.599976
164469;800.731995;35.820000;418.276001;764.911987
299333;765.979980;1.844000;52.621162;764.135986
167454;765.392029;1.594000;53.262112;763.798035
294090;764.793030;1.527000;67.178604;763.266052
224254;764.737000;1.717000;41.404236;763.020020
25792;782.940002;22.589001;104.469788;760.351013
105810;763.385010;3.102000;70.449234;760.283020
125473;831.296021;72.009003;451.652527;759.286987
192568;969.297974;210.725998;590.011963;758.571960
290146;835.192993;81.182999;458.187988;754.010010
245861;843.442993;90.010002;466.726501;753.432983
41318;871.885986;120.329002;496.107483;751.557007
75007;850.015991;98.821999;474.419006;751.193970
297439;773.536987;23.700001;398.618500;749.836975
132093;759.916016;12.698000;142.448425;747.218018
169512;748.312988;3.651000;111.817001;744.661987
142350;806.706970;64.982002;435.844482;741.724976
39164;739.393982;2.439000;60.368721;736.954956
209123;739.140991;2.205000;72.141991;736.935974
172652;834.078979;106.244003;470.161499;727.834961
181963;728.742004;2.651000;47.952415;726.091003
18605;729.921021;4.004000;71.671478;725.916992
74144;820.390991;97.219002;458.804993;723.171997
110567;795.599976;73.783997;434.691986;721.815979
127819;813.645020;92.439003;453.042023;721.205994
113502;723.513000;3.010000;78.969521;720.502991
233969;723.768005;3.794000;66.190308;719.973999
226944;722.146973;2.379000;51.934814;719.767944
73697;723.130005;3.826000;65.228233;719.304016
147623;776.952026;59.084999;418.018524;717.867004
165538;808.963013;91.411003;450.187012;717.552002
95796;728.731995;11.419000;116.052490;717.312988
